# Wavelength(micron)	Flux(Jy)	Flux_error(Jy)
1.0828e+01 2.9891e-04 6.2083e-06
1.0849e+01 3.0685e-04 6.3361e-06
1.0869e+01 3.2617e-04 6.5899e-06
1.0890e+01 3.0320e-04 6.2675e-06
1.0910e+01 2.9577e-04 6.2314e-06
1.0931e+01 3.0037e-04 6.5553e-06
1.0950e+01 3.0725e-04 6.9569e-06
1.0970e+01 2.9638e-04 7.1930e-06
1.0990e+01 3.0892e-04 7.2621e-06
1.1011e+01 2.8375e-04 7.2928e-06
1.1031e+01 3.0846e-04 7.1428e-06
1.1051e+01 3.5373e-04 7.6427e-06
1.1071e+01 3.5286e-04 7.8229e-06
1.1090e+01 3.8257e-04 8.1341e-06
1.1110e+01 3.5102e-04 8.0164e-06
1.1130e+01 3.5839e-04 8.4737e-06
1.1149e+01 3.8468e-04 8.0386e-06
1.1169e+01 3.9739e-04 8.3703e-06
1.1189e+01 3.5601e-04 8.6797e-06
1.1208e+01 3.5262e-04 8.8326e-06
1.1227e+01 3.3162e-04 9.1843e-06
1.1247e+01 3.3673e-04 9.2876e-06
1.1266e+01 3.3996e-04 9.3960e-06
1.1286e+01 3.4728e-04 9.8259e-06
1.1305e+01 3.8467e-04 9.8209e-06
1.1323e+01 3.7596e-04 9.8248e-06
1.1343e+01 3.6278e-04 9.7135e-06
1.1362e+01 3.5797e-04 9.9393e-06
1.1381e+01 3.9222e-04 1.0217e-05
1.1400e+01 3.9700e-04 1.0289e-05
1.1419e+01 3.6613e-04 9.7713e-06
1.1439e+01 3.4628e-04 1.0272e-05
1.1457e+01 3.7189e-04 9.8819e-06
1.1475e+01 3.6608e-04 1.1064e-05
1.1494e+01 3.5851e-04 1.0495e-05
1.1513e+01 3.3096e-04 1.1120e-05
1.1532e+01 3.2153e-04 1.0557e-05
1.1551e+01 3.2156e-04 1.0942e-05
1.1569e+01 3.5556e-04 1.0782e-05
1.1587e+01 3.5822e-04 1.1920e-05
1.1606e+01 3.4184e-04 1.1466e-05
